protein,length,pLDDT,pTM,plddt_class,id
group_366,1152,76.7,0.584,Confident,NA
group_358,1167,76.3,0.842,Confident,NA
group_10010,1173,63.5,0.393,Low,NA
group_10108,1174,49.5,0.192,Very low,NA
group_10937,1192,60.8,0.346,Low,NA
group_10673,1197,76.8,0.678,Confident,NA
group_8037,29,49.9,0.153,Very low,NA
group_11236,30,58.7,0.243,Low,NA
group_11629,30,63.9,0.111,Low,NA
group_7978,30,77.5,0.431,Confident,NA
group_11362,31,47.2,0.18,Very low,NA
group_11522,31,89.8,0.545,Confident,NA
group_11683,31,85.1,0.459,Confident,NA
group_7874,32,45.3,0.179,Very low,NA
group_11103,33,43.9,0.192,Very low,NA
group_11263,33,48.8,0.221,Very low,NA
group_11798,33,69.8,0.443,Low,NA
group_7763,34,66.8,0.368,Low,NA
group_12652,34,86.3,0.542,Confident,NA
group_11216,35,51.9,0.264,Low,NA
group_7699,35,81.9,0.51,Confident,NA
group_12580,35,48.1,0.19,Very low,NA
group_7704,35,58,0.108,Low,NA
group_7643,36,43.2,0.098,Very low,NA
group_11433,37,84.3,0.544,Confident,NA
group_12455,37,53.6,0.189,Low,NA
group_7492,38,46.7,0.156,Very low,NA
group_7494,38,81.1,0.462,Confident,NA
group_12544,38,56.5,0.185,Low,NA
group_11262,39,79,0.377,Confident,NA
group_11658,39,78,0.466,Confident,NA
group_11664,39,47,0.224,Very low,NA
group_12103,40,72.1,0.446,Confident,NA
group_11838,41,53.6,0.265,Low,NA
group_11893,41,50.2,0.155,Low,NA
group_12134,41,47.7,0.262,Very low,NA
group_7365,41,53.8,0.144,Low,NA
group_12583,41,40.6,0.112,Very low,NA
group_12686,41,47.2,0.262,Very low,NA
group_11118,42,82.2,0.554,Confident,NA
group_7293,42,71.5,0.476,Confident,NA
group_7294,42,68.6,0.459,Low,NA
ycjQ_1,42,59.3,0.333,Low,NA
group_11687,42,41.9,0.11,Very low,NA
group_7239,43,61.6,0.402,Low,NA
group_12000,43,66,0.401,Low,NA
group_9735,43,43.1,0.249,Very low,NA
group_11063,44,41.1,0.138,Very low,NA
group_11139,44,68,0.457,Low,NA
group_11299,44,64.9,0.388,Low,NA
group_11818,44,62.1,0.353,Low,NA
group_11928,44,59.7,0.312,Low,NA
group_12056,44,81,0.483,Confident,NA
group_11226,45,68.1,0.453,Low,NA
group_12225,45,78.6,0.651,Confident,NA
group_12615,45,44.4,0.168,Very low,NA
group_12875,45,70,0.441,Confident,NA
group_12783,46,52,0.265,Low,NA
group_11147,47,74.4,0.498,Confident,NA
group_11307,47,37.9,0.157,Very low,NA
group_11814,47,55.9,0.373,Low,NA
group_11831,47,55.9,0.312,Low,NA
group_11347,48,47.4,0.295,Very low,NA
group_11615,48,57.9,0.168,Low,NA
group_12517,48,58.2,0.325,Low,NA
group_6945,48,54.8,0.407,Low,NA
group_10973,49,72.8,0.595,Confident,NA
group_11128,49,51.4,0.303,Low,NA
group_11892,49,59.1,0.265,Low,NA
group_11910,49,56.1,0.335,Low,NA
group_12437,49,69.9,0.451,Low,NA
group_10958,50,52.2,0.177,Low,NA
group_11326,50,53.6,0.328,Low,NA
group_6788,50,68.2,0.331,Low,NA
group_12116,50,44.7,0.096,Very low,NA
group_12252,50,80.3,0.671,Confident,NA
group_11224,51,74.1,0.492,Confident,NA
group_11566,51,46.4,0.136,Very low,NA
group_11641,51,82,0.649,Confident,NA
group_11860,51,61,0.335,Low,NA
group_8818,51,37.8,0.136,Very low,NA
group_12887,51,52.9,0.333,Low,NA
group_11342,52,50.7,0.169,Low,NA
group_6648,52,44.2,0.29,Very low,NA
group_6649,52,80.9,0.684,Confident,NA
group_12994,52,46.9,0.184,Very low,NA
ydaE_1,53,80.1,0.685,Confident,NA
group_11632,53,56.7,0.408,Low,NA
group_11645,53,61.2,0.396,Low,NA
group_12379,53,36.5,0.18,Very low,NA
group_6487,54,60.7,0.409,Low,NA
group_6488,54,47.8,0.171,Very low,NA
group_11333,54,78.3,0.61,Confident,NA
group_11642,54,60.2,0.41,Low,NA
group_6489,54,60.1,0.399,Low,NA
group_11686,54,44.4,0.222,Very low,NA
group_11833,54,35.7,0.11,Very low,NA
group_12684,54,76.4,0.513,Confident,NA
group_8573,55,58.8,0.351,Low,NA
group_12454,55,48.5,0.277,Very low,NA
group_6419,55,50,0.258,Low,NA
group_11317,55,51.8,0.37,Low,NA
group_11855,56,55.4,0.211,Low,NA
group_6341,56,64.6,0.355,Low,NA
group_12386,56,64.2,0.433,Low,NA
group_12439,56,57.8,0.354,Low,NA
group_12575,56,52.5,0.201,Low,NA
group_6343,56,43.2,0.206,Very low,NA
group_6285,57,79.5,0.676,Confident,NA
group_6287,57,51.2,0.189,Low,NA
group_12251,57,61,0.285,Low,NA
group_12602,57,56.2,0.249,Low,NA
gnsB_1,57,73.9,0.545,Confident,NA
group_6221,58,79.2,0.675,Confident,NA
group_11819,58,49.9,0.227,Very low,NA
group_12098,58,62.5,0.352,Low,NA
group_6226,58,36,0.105,Very low,NA
group_12657,58,54.1,0.354,Low,NA
group_6231,58,50.5,0.303,Low,NA
group_12975,58,69.1,0.529,Low,NA
group_6143,59,33.7,0.166,Very low,NA
group_11153,59,66.7,0.432,Low,NA
group_6144,59,83,0.718,Confident,NA
group_6145,59,57.5,0.288,Low,NA
group_11598,59,63.5,0.402,Low,NA
group_12204,59,75.9,0.702,Confident,NA
group_12463,59,75.2,0.681,Confident,NA
group_12503,59,47.2,0.263,Very low,NA
group_12723,59,51.4,0.254,Low,NA
group_6069,60,42.5,0.148,Very low,NA
group_6071,60,84,0.755,Confident,NA
hicA_2,60,86.3,0.797,Confident,NA
group_6073,60,35.9,0.191,Very low,NA
group_12608,60,77.7,0.471,Confident,NA
group_12683,60,40.5,0.178,Very low,NA
group_12751,60,43.1,0.22,Very low,NA
group_11344,61,49.9,0.272,Very low,NA
group_11835,61,69,0.483,Low,NA
group_11925,61,32.9,0.122,Very low,NA
group_12133,61,65.7,0.432,Low,NA
group_6011,61,62.4,0.173,Low,NA
group_6012,61,64.4,0.37,Low,NA
group_12275,61,71,0.586,Confident,NA
group_12607,61,72.5,0.436,Confident,NA
group_6014,61,63.3,0.356,Low,NA
group_12868,61,38.1,0.163,Very low,NA
group_11140,62,73.9,0.659,Confident,NA
group_5942,62,80.7,0.714,Confident,NA
group_11259,62,62.6,0.321,Low,NA
group_11285,62,83.9,0.754,Confident,NA
group_11294,62,48.2,0.255,Very low,NA
group_11528,62,62.5,0.501,Low,NA
group_11822,62,80.4,0.746,Confident,NA
group_11565,62,47.5,0.254,Very low,NA
group_12590,62,76.3,0.568,Confident,NA
group_11080,63,80.9,0.716,Confident,NA
group_5871,63,62,0.382,Low,NA
group_11219,63,49,0.216,Very low,NA
insC6_1,63,71.3,0.6,Confident,NA
group_11930,63,86,0.781,Confident,NA
group_5876,63,48.4,0.255,Very low,NA
group_5877,63,43.3,0.226,Very low,NA
group_5878,63,65.4,0.527,Low,NA
group_5881,63,80,0.698,Confident,NA
decR,63,82,0.699,Confident,NA
group_5883,63,73.8,0.583,Confident,NA
group_12523,63,49.8,0.289,Very low,NA
group_8655,63,54.4,0.471,Low,NA
group_11144,64,49.9,0.321,Very low,NA
group_5794,64,70.8,0.657,Confident,NA
group_5795,64,55.3,0.397,Low,NA
group_11504,64,63.6,0.502,Low,NA
group_11704,64,79.3,0.696,Confident,NA
group_11751,64,76.3,0.692,Confident,NA
group_11869,64,81.3,0.725,Confident,NA
group_5802,64,81.8,0.755,Confident,NA
group_12276,64,75.8,0.671,Confident,NA
group_12744,64,41.8,0.249,Very low,NA
group_12786,64,83.6,0.782,Confident,NA
group_12963,64,82.1,0.698,Confident,NA
ydcC,65,61.4,0.386,Low,NA
group_11369,65,73.5,0.679,Confident,NA
group_11494,65,59.4,0.38,Low,NA
group_11578,65,85.7,0.774,Confident,NA
group_11593,65,64,0.56,Low,NA
group_11559,65,58.2,0.396,Low,NA
group_11780,65,57,0.289,Low,NA
group_12670,65,34.6,0.132,Very low,NA
group_5600,66,53.4,0.38,Low,NA
group_11116,66,41.3,0.271,Very low,NA
group_11279,66,55.9,0.411,Low,NA
group_11534,66,48.8,0.164,Very low,NA
group_8702,66,54.8,0.317,Low,NA
group_12072,66,34.3,0.142,Very low,NA
group_12083,66,69.3,0.625,Low,NA
group_8822,66,52,0.414,Low,NA
group_5604,66,44.7,0.282,Very low,NA
group_5605,66,50.9,0.278,Low,NA
group_5606,66,82.7,0.785,Confident,NA
glgS_1,66,72.5,0.647,Confident,NA
group_5612,66,35.5,0.174,Very low,NA
group_12970,66,44.2,0.092,Very low,NA
group_11072,67,75.1,0.696,Confident,NA
group_11174,67,63.6,0.5,Low,NA
group_11441,67,42.7,0.084,Very low,NA
group_11661,67,74.5,0.48,Confident,NA
group_5521,67,83.7,0.775,Confident,NA
group_8560,67,68.3,0.601,Low,NA
group_12534,67,66.1,0.558,Low,NA
group_12596,67,54.5,0.264,Low,NA
group_12992,67,65.1,0.46,Low,NA
group_11151,68,82.9,0.749,Confident,NA
group_11549,68,47.9,0.277,Very low,NA
group_11601,68,49.5,0.279,Very low,NA
group_11823,68,80.8,0.697,Confident,NA
group_11997,68,51,0.284,Low,NA
group_5454,68,86.4,0.82,Confident,NA
group_12636,68,78.4,0.606,Confident,NA
group_12648,68,77.8,0.636,Confident,NA
group_5362,69,84.2,0.635,Confident,NA
group_11423,69,78.6,0.709,Confident,NA
group_5366,69,44.6,0.311,Very low,NA
group_5367,69,61,0.378,Low,NA
group_5368,69,41.4,0.24,Very low,NA
group_5370,69,55.6,0.34,Low,NA
group_12578,69,68.5,0.619,Low,NA
group_12929,69,69.6,0.556,Low,NA
group_12943,69,51.4,0.218,Low,NA
group_11171,70,65.3,0.575,Low,NA
group_11634,70,74.9,0.672,Confident,NA
group_11663,70,32,0.11,Very low,NA
group_11693,70,81.8,0.737,Confident,NA
group_12029,70,76.6,0.706,Confident,NA
group_12424,70,80.8,0.769,Confident,NA
group_12458,70,53.5,0.256,Low,NA
group_12475,70,36.4,0.217,Very low,NA
group_5059,71,79.6,0.527,Confident,NA
group_11442,71,56.9,0.427,Low,NA
group_11654,71,68.6,0.618,Low,NA
group_11554,71,77.5,0.708,Confident,NA
group_12427,71,60.2,0.276,Low,NA
group_12577,71,88.9,0.857,Confident,NA
stiI,71,52,0.271,Low,NA
group_12807,71,50,0.311,Low,NA
group_12906,71,83,0.58,Confident,NA
group_11290,72,58.5,0.358,Low,NA
group_11346,72,55.1,0.306,Low,NA
group_11360,72,39,0.221,Very low,NA
group_11437,72,82.7,0.742,Confident,NA
group_4768,72,81.9,0.807,Confident,NA
group_11806,72,40.3,0.115,Very low,NA
group_11820,72,41.2,0.231,Very low,NA
group_12203,72,81.8,0.8,Confident,NA
group_4783,72,88.1,0.831,Confident,NA
group_11948,72,77,0.727,Confident,NA
group_10975,73,61.7,0.387,Low,NA
group_4470,73,74.2,0.57,Confident,NA
group_11256,73,74.3,0.643,Confident,NA
group_11414,73,58.5,0.44,Low,NA
group_11666,73,60.7,0.539,Low,NA
group_11670,73,60.9,0.546,Low,NA
group_4487,73,77.2,0.646,Confident,NA
group_12264,73,82.4,0.791,Confident,NA
group_12369,73,73.5,0.698,Confident,NA
group_8669,73,69.9,0.679,Low,NA
group_12700,73,87.9,0.851,Confident,NA
group_12717,73,60.5,0.544,Low,NA
group_4207,74,80,0.794,Confident,NA
group_11584,74,70.4,0.556,Confident,NA
group_8812,74,65.6,0.514,Low,NA
group_4215,74,45.2,0.259,Very low,NA
group_4216,74,79.6,0.776,Confident,NA
group_4218,74,87.7,0.809,Confident,NA
group_12595,74,55.9,0.359,Low,NA
group_4224,74,76.6,0.517,Confident,NA
group_12818,74,84.2,0.803,Confident,NA
group_11334,75,58.5,0.478,Low,NA
group_11647,75,81.4,0.768,Confident,NA
group_11738,75,90.4,0.879,Very high,NA
group_11915,75,76.5,0.635,Confident,NA
group_11981,75,37.2,0.224,Very low,NA
sfsB_2,75,80.3,0.788,Confident,NA
group_4018,75,76.5,0.557,Confident,NA
group_4020,75,46.1,0.309,Very low,NA
group_12567,75,47.4,0.324,Very low,NA
group_11949,75,66.6,0.548,Low,NA
group_11005,76,42.2,0.258,Very low,NA
group_3786,76,41.7,0.121,Very low,NA
group_11395,76,76,0.71,Confident,NA
group_3792,76,79.3,0.742,Confident,NA
group_3801,76,88.7,0.844,Confident,NA
group_12268,76,41.2,0.207,Very low,NA
group_12806,76,85.7,0.821,Confident,NA
group_11145,77,68.6,0.493,Low,NA
group_11570,77,42.7,0.258,Very low,NA
group_11885,77,37,0.18,Very low,NA
group_3520,77,78.3,0.77,Confident,NA
group_12136,77,66.5,0.587,Low,NA
group_3524,77,73.6,0.565,Confident,NA
group_3525,77,74.5,0.711,Confident,NA
group_12287,77,75.3,0.715,Confident,NA
group_3527,77,79,0.784,Confident,NA
group_3532,77,42.3,0.3,Very low,NA
group_3289,78,80.7,0.595,Confident,NA
group_11861,78,66.6,0.528,Low,NA
group_11863,78,69.2,0.469,Low,NA
group_3299,78,62.7,0.575,Low,NA
group_12441,78,44.9,0.296,Very low,NA
group_12588,78,63.7,0.473,Low,NA
group_12709,78,86,0.58,Confident,NA
group_12840,78,52.4,0.366,Low,NA
group_10959,79,52.4,0.301,Low,NA
group_3106,79,41.6,0.251,Very low,NA
group_11126,79,43.6,0.269,Very low,NA
group_11459,79,64.7,0.516,Low,NA
group_11777,79,74.3,0.55,Confident,NA
group_8804,79,49.5,0.311,Very low,NA
group_3112,79,68.9,0.666,Low,NA
group_12187,79,79.1,0.734,Confident,NA
group_11282,79,54.3,0.245,Low,NA
group_12654,79,39,0.25,Very low,NA
group_12655,79,74.9,0.73,Confident,NA
group_11074,80,76.8,0.593,Confident,NA
group_11190,80,35,0.179,Very low,NA
group_2928,80,30.2,0.146,Very low,NA
group_2932,80,65.8,0.5,Low,NA
group_2934,80,60.2,0.527,Low,NA
group_12363,80,75.5,0.535,Confident,NA
group_12189,80,59.4,0.464,Low,NA
group_12633,80,44.4,0.307,Very low,NA
group_2734,81,62.9,0.46,Low,NA
group_11907,81,59.6,0.524,Low,NA
group_8692,81,73.9,0.702,Confident,NA
group_12647,81,79.1,0.467,Confident,NA
group_12952,81,79.7,0.604,Confident,NA
group_11398,81,67.5,0.49,Low,NA
group_11108,82,62.8,0.308,Low,NA
group_11113,82,45.1,0.289,Very low,NA
group_11115,82,50.5,0.308,Low,NA
group_2568,82,77.4,0.728,Confident,NA
group_12500,82,60.9,0.548,Low,NA
group_12594,82,41.9,0.235,Very low,NA
group_10983,83,34.3,0.095,Very low,NA
group_11519,83,68.1,0.538,Low,NA
group_11581,83,77.3,0.593,Confident,NA
group_11849,83,70.8,0.686,Confident,NA
group_2412,83,78.4,0.63,Confident,NA
group_11223,83,42.4,0.186,Very low,NA
group_12370,83,84.7,0.783,Confident,NA
group_12179,83,77.5,0.743,Confident,NA
group_12495,83,73.6,0.588,Confident,NA
group_2422,83,45.8,0.299,Very low,NA
group_10979,84,83.7,0.821,Confident,NA
group_11260,84,69.1,0.612,Low,NA
group_2205,84,32.8,0.207,Very low,NA
group_11875,84,34.8,0.206,Very low,NA
group_2209,84,83.6,0.825,Confident,NA
group_12579,84,42.6,0.143,Very low,NA
group_10987,85,73.4,0.463,Confident,NA
group_11085,85,39,0.255,Very low,NA
group_2000,85,52.1,0.414,Low,NA
group_12027,85,67.2,0.52,Low,NA
group_2009,85,52.8,0.309,Low,NA
group_12313,85,57.3,0.398,Low,NA
group_12416,85,86.4,0.832,Confident,NA
imm_5,85,71.3,0.697,Confident,NA
group_11129,86,84.7,0.831,Confident,NA
group_1824,86,82.1,0.789,Confident,NA
group_11396,86,61.3,0.416,Low,NA
group_11551,86,31.3,0.159,Very low,NA
group_11631,86,29.4,0.11,Very low,NA
group_1829,86,46.5,0.284,Very low,NA
group_11904,86,67,0.516,Low,NA
insC6,86,63,0.492,Low,NA
group_12394,86,45.3,0.294,Very low,NA
hipO,86,75,0.682,Confident,NA
group_10974,87,34.5,0.136,Very low,NA
group_1638,87,68.6,0.397,Low,NA
group_11876,87,30.5,0.139,Very low,NA
group_8796,87,39.2,0.234,Very low,NA
imm_3,87,85.6,0.803,Confident,NA
group_8634,87,33.8,0.174,Very low,NA
group_12520,87,64.6,0.281,Low,NA
group_12704,87,34.2,0.204,Very low,NA
ybhA_1,87,65,0.579,Low,NA
group_12838,87,80.1,0.656,Confident,NA
group_12233,88,40.9,0.223,Very low,NA
group_12600,88,83.8,0.696,Confident,NA
group_11571,89,55.1,0.365,Low,NA
group_8949,89,44.5,0.31,Very low,NA
group_1311,89,40.7,0.231,Very low,NA
group_1312,89,83.7,0.82,Confident,NA
group_12347,89,67.3,0.659,Low,NA
group_12515,89,66.8,0.52,Low,NA
group_1320,89,54,0.45,Low,NA
group_1135,90,74.5,0.724,Confident,NA
group_1136,90,49.3,0.317,Very low,NA
group_11401,90,60.3,0.502,Low,NA
group_10596,90,39.6,0.239,Very low,NA
group_12247,90,46.5,0.295,Very low,NA
group_12306,90,50.8,0.364,Low,NA
group_1146,90,51,0.285,Low,NA
group_12518,90,76.2,0.729,Confident,NA
group_11277,91,36.7,0.262,Very low,NA
group_11617,91,30.6,0.136,Very low,NA
frmR_2,91,74.6,0.661,Confident,NA
group_12034,91,37.6,0.216,Very low,NA
group_9520,91,63.1,0.547,Low,NA
group_967,91,79.6,0.73,Confident,NA
group_12854,91,69.9,0.489,Low,NA
group_12924,91,71.8,0.698,Confident,NA
group_12956,91,82.8,0.834,Confident,NA
group_11062,92,60.8,0.574,Low,NA
yeeA_2,92,46.3,0.291,Very low,NA
group_8565,92,79.5,0.794,Confident,NA
group_8911,92,72.9,0.674,Confident,NA
vapD,92,85.1,0.802,Confident,NA
group_11341,93,32.8,0.231,Very low,NA
group_11457,93,61.5,0.395,Low,NA
group_589,93,68.5,0.548,Low,NA
group_590,93,31.2,0.149,Very low,NA
group_11933,93,72.3,0.633,Confident,NA
group_12007,93,63.8,0.592,Low,NA
group_12442,93,61.3,0.391,Low,NA
group_12964,93,68.2,0.659,Low,NA
group_11637,94,58.8,0.471,Low,NA
group_11811,94,60.9,0.6,Low,NA
group_11233,95,39.5,0.226,Very low,NA
group_275,95,79.7,0.734,Confident,NA
group_276,95,75.1,0.564,Confident,NA
group_11653,95,60.5,0.388,Low,NA
group_11847,95,58.9,0.373,Low,NA
insB6_2,95,59.6,0.533,Low,NA
group_11353,96,78.8,0.632,Confident,NA
group_118,96,68.2,0.401,Low,NA
group_11917,96,54.9,0.334,Low,NA
group_12262,96,64.5,0.404,Low,NA
group_12565,96,42.5,0.262,Very low,NA
group_8910,96,43.9,0.263,Very low,NA
yqjK_3,97,64.8,0.312,Low,NA
group_11613,97,56.5,0.392,Low,NA
group_10805,97,76.2,0.464,Confident,NA
group_8267,97,60.8,0.562,Low,NA
group_8820,97,62.6,0.612,Low,NA
group_11639,98,47.8,0.43,Very low,NA
group_8808,98,74.3,0.76,Confident,NA
group_8126,98,48.4,0.269,Very low,NA
group_12277,98,72.2,0.681,Confident,NA
group_12431,98,49.2,0.358,Very low,NA
group_8127,98,38.1,0.201,Very low,NA
group_12658,98,42.5,0.266,Very low,NA
group_8131,98,64.5,0.49,Low,NA
group_11250,99,42.7,0.26,Very low,NA
group_7954,99,74.3,0.462,Confident,NA
group_11760,99,51.8,0.416,Low,NA
group_12089,99,75.9,0.522,Confident,NA
group_7963,99,79.8,0.73,Confident,NA
group_10488,99,80.4,0.62,Confident,NA
group_12380,99,65.3,0.503,Low,NA
group_11286,99,74.7,0.699,Confident,NA
group_7966,99,59,0.434,Low,NA
group_7805,100,40.7,0.231,Very low,NA
group_11618,100,74.6,0.734,Confident,NA
group_11677,100,58.6,0.38,Low,NA
insN1_2,100,80.1,0.506,Confident,NA
group_11843,100,79.8,0.797,Confident,NA
group_11878,100,78.7,0.64,Confident,NA
group_12171,100,62,0.287,Low,NA
group_10513,100,86.2,0.872,Confident,NA
group_12609,100,81.7,0.632,Confident,NA
group_10970,101,68.1,0.409,Low,NA
group_11520,101,76.6,0.666,Confident,NA
group_7677,101,84.3,0.821,Confident,NA
group_10980,102,75.1,0.676,Confident,NA
group_10981,102,62.8,0.432,Low,NA
group_11596,102,85.9,0.775,Confident,NA
group_11662,102,60.6,0.301,Low,NA
group_11845,102,56.2,0.269,Low,NA
group_8358,102,34.3,0.13,Very low,NA
group_7572,102,28.5,0.176,Very low,NA
group_7573,102,66.4,0.368,Low,NA
group_7577,102,31.5,0.16,Very low,NA
group_11066,103,53.2,0.315,Low,NA
group_11612,103,75.2,0.419,Confident,NA
group_11724,103,74.9,0.553,Confident,NA
group_7448,103,69.9,0.578,Low,NA
group_8803,103,47.8,0.284,Very low,NA
group_12260,103,55,0.538,Low,NA
group_12248,103,45.2,0.392,Very low,NA
group_7454,103,74.4,0.738,Confident,NA
group_10977,104,84.8,0.784,Confident,NA
group_11061,104,30.8,0.17,Very low,NA
ccdB_1,104,82.9,0.853,Confident,NA
group_7341,104,82.1,0.776,Confident,NA
group_11253,104,75,0.436,Confident,NA
group_7343,104,58.6,0.489,Low,NA
group_11607,104,72.9,0.665,Confident,NA
group_11854,104,67.9,0.521,Low,NA
group_12137,104,73.5,0.609,Confident,NA
group_11228,104,36.2,0.24,Very low,NA
group_7350,104,72.1,0.645,Confident,NA
group_12435,104,51.4,0.296,Low,NA
group_10984,105,76.6,0.638,Confident,NA
group_11127,105,71.2,0.727,Confident,NA
group_11611,105,63.8,0.484,Low,NA
group_11761,105,40.5,0.233,Very low,NA
group_7260,105,54.4,0.378,Low,NA
group_11870,105,79.9,0.82,Confident,NA
group_11874,105,68.4,0.64,Low,NA
group_7263,105,82.3,0.809,Confident,NA
group_12710,105,67.5,0.594,Low,NA
group_12953,105,82,0.818,Confident,NA
group_11102,106,27.6,0.141,Very low,NA
group_7170,106,75,0.701,Confident,NA
group_7172,106,73.5,0.545,Confident,NA
group_11426,106,80,0.811,Confident,NA
group_11597,106,44.2,0.235,Very low,NA
group_7175,106,31.7,0.193,Very low,NA
group_12196,106,77.3,0.623,Confident,NA
group_12519,106,35.2,0.251,Very low,NA
group_12603,106,27.9,0.124,Very low,NA
group_12990,106,34,0.282,Very low,NA
group_11525,107,43.3,0.311,Very low,NA
group_7090,107,84.7,0.843,Confident,NA
group_11932,107,72.8,0.704,Confident,NA
group_7095,107,89.2,0.826,Confident,NA
group_7096,107,62.4,0.429,Low,NA
group_12983,107,75.6,0.585,Confident,NA
group_11600,108,34.4,0.255,Very low,NA
group_11770,108,76.7,0.583,Confident,NA
group_11773,108,60.3,0.481,Low,NA
group_11927,108,68.8,0.41,Low,NA
group_8799,108,61.1,0.591,Low,NA
group_7019,108,32,0.13,Very low,NA
group_12395,108,32,0.241,Very low,NA
group_12554,108,58.3,0.421,Low,NA
group_12649,108,84.7,0.87,Confident,NA
group_12025,109,58.1,0.531,Low,NA
group_6943,109,73.7,0.585,Confident,NA
group_12310,109,62.1,0.531,Low,NA
group_11002,110,52.6,0.49,Low,NA
group_11142,110,46.3,0.413,Very low,NA
group_11158,110,42.8,0.226,Very low,NA
group_11586,110,72.4,0.633,Confident,NA
group_11812,110,47.4,0.317,Very low,NA
group_11920,110,69,0.646,Low,NA
group_8318,110,51,0.449,Low,NA
group_12325,110,70,0.5,Confident,NA
group_12598,110,80.9,0.763,Confident,NA
group_6838,110,70.4,0.642,Confident,NA
group_10990,111,29.6,0.163,Very low,NA
group_11078,111,84.1,0.851,Confident,NA
group_9029,111,65.9,0.624,Low,NA
group_12150,111,67.9,0.668,Low,NA
group_12496,111,80.6,0.787,Confident,NA
group_10988,112,67.7,0.395,Low,NA
group_6665,112,62.7,0.538,Low,NA
group_11418,112,82.8,0.858,Confident,NA
group_11622,112,33.1,0.201,Very low,NA
group_6671,112,75,0.721,Confident,NA
group_6672,112,85.6,0.881,Confident,NA
group_11785,112,67,0.496,Low,NA
group_6675,112,79.9,0.745,Confident,NA
galU_2,112,71.5,0.506,Confident,NA
group_11084,112,39.4,0.231,Very low,NA
group_12969,112,81.1,0.794,Confident,NA
group_11619,113,71,0.563,Confident,NA
group_6580,113,68.3,0.487,Low,NA
group_6581,113,85.4,0.835,Confident,NA
group_12619,113,53.3,0.225,Low,NA
group_6584,113,72.5,0.615,Confident,NA
group_12825,113,77.7,0.69,Confident,NA
group_11526,114,60.6,0.58,Low,NA
group_11692,114,70.6,0.681,Confident,NA
group_11300,115,32,0.187,Very low,NA
insO2,115,70.8,0.597,Confident,NA
group_11867,115,65.2,0.276,Low,NA
group_12231,115,78.9,0.785,Confident,NA
group_10509,115,78.4,0.78,Confident,NA
group_12691,115,62,0.468,Low,NA
group_12741,115,56.5,0.537,Low,NA
group_11976,115,74.5,0.663,Confident,NA
group_12980,115,28.3,0.13,Very low,NA
group_6326,116,74,0.718,Confident,NA
group_11081,116,58.6,0.5,Low,NA
group_11154,116,39.1,0.24,Very low,NA
