Gene,group,annotated,COG_category,COG_description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction
tolC_2~~~tolC_1~~~tolC,core,Yes,M,Cell wall/membrane/envelop biogenesis,tolC,"GO:0002790,GO:0003674,GO:0005215,GO:0005216,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006820,GO:0008104,GO:0008150,GO:0009279,GO:0009306,GO:0009987,GO:0010033,GO:0014070,GO:0015031,GO:0015075,GO:0015267,GO:0015288,GO:0015318,GO:0015562,GO:0015688,GO:0015711,GO:0015833,GO:0015850,GO:0015891,GO:0015893,GO:0016020,GO:0016021,GO:0019867,GO:0022803,GO:0022829,GO:0022838,GO:0022857,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032940,GO:0032991,GO:0033036,GO:0034220,GO:0042221,GO:0042493,GO:0042802,GO:0042886,GO:0042930,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0046618,GO:0046903,GO:0047485,GO:0050896,GO:0051179,GO:0051181,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098796,GO:1901678,GO:1902495,GO:1990195,GO:1990196,GO:1990281,GO:1990351",ko:K12340,"ko01501,ko01503,ko02020,ko03070,ko04626,ko05133,map01501,map01503,map02020,map03070,map04626,map05133","M00325,M00326,M00339,M00571,M00575,M00646,M00647,M00696,M00697,M00709,M00720,M00821",-
yfaV_3~~~yfaV_1~~~yfaV_2,cloud,Yes,G,Carbohydrate metabolism and transport,IV02_10655,-,-,-,-,-
sasA~~~kdpD_2,cloud,Yes,T,Signal Transduction,-,-,-,-,-,-
nanA_2,shell,Yes,"E,M","Amino Acid metabolis and transport,Cell wall/membrane/envelop biogenesis",nanA,-,ko:K01639,"ko00520,map00520",-,R01811
nanC_1~~~nanC_2,shell,Yes,M,Cell wall/membrane/envelop biogenesis,nanC,-,ko:K22110,-,-,-
pknD,cloud,Yes,"K,L,T","Transcription,Replication and repair,Signal Transduction",pknB,-,"ko:K08884,ko:K12132",-,-,-
intZ_3,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
accC,core,Yes,I,Lipid metabolism,accC,"GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576",ko:K01961,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04385"
ydjH~~~ydjH_2,shell,Yes,G,Carbohydrate metabolism and transport,scrK,-,"ko:K00847,ko:K21621","ko00051,ko00052,ko00500,ko00520,ko01100,map00051,map00052,map00500,map00520,map01100",-,"R00760,R00867,R02927,R03920"
pepQ,core,Yes,E,Amino Acid metabolis and transport,pepQ,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009056,GO:0009987,GO:0016787,GO:0016805,GO:0019538,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070011,GO:0070573,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575",ko:K01271,-,-,-
trkH,core,Yes,P,Inorganic ion transport and metabolism,trkH,"GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0030955,GO:0031224,GO:0031226,GO:0031420,GO:0034220,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046873,GO:0046983,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662",ko:K03498,-,-,-
group_4955,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_4954,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,galE,-,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100","M00361,M00362,M00632","R00291,R02984"
yjeH~~~yjeH_1~~~yjeH_2,core,Yes,E,Amino Acid metabolis and transport,yjeH,"GO:0000099,GO:0000101,GO:0000102,GO:0001101,GO:0003333,GO:0003674,GO:0005215,GO:0005294,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009719,GO:0009987,GO:0010033,GO:0010243,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015191,GO:0015238,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015821,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043200,GO:0043865,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0098655,GO:0098656,GO:1901680,GO:1901682,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039","ko:K03757,ko:K03759,ko:K16263",-,-,-
dacB,core,Yes,M,Cell wall/membrane/envelop biogenesis,dacB,"GO:0000003,GO:0000270,GO:0000910,GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006508,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0009987,GO:0016043,GO:0016787,GO:0016998,GO:0017171,GO:0019538,GO:0019954,GO:0022402,GO:0022414,GO:0022603,GO:0022604,GO:0030203,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0032505,GO:0033218,GO:0033293,GO:0036094,GO:0042597,GO:0043093,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044464,GO:0045229,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0097159,GO:0140096,GO:1901135,GO:1901136,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901681",ko:K07259,"ko00550,map00550",-,-
rafA_2~~~rafA_1~~~rafA,cloud,Yes,G,Carbohydrate metabolism and transport,rafA,-,ko:K07407,"ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603",-,"R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091"
gntP_2,cloud,Yes,"E,G","Amino Acid metabolis and transport,Carbohydrate metabolism and transport",gntP,"GO:0003674,GO:0005215,GO:0005342,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015128,GO:0015144,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015711,GO:0015718,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034219,GO:0034220,GO:0035429,GO:0042873,GO:0042879,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1903825,GO:1905039",ko:K16321,-,-,-
otsA,core,Yes,G,Carbohydrate metabolism and transport,otsA,"GO:0003674,GO:0003824,GO:0003825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0006974,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016051,GO:0016311,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016788,GO:0016791,GO:0033554,GO:0034637,GO:0035251,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046527,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:1901576",ko:K00697,"ko00500,ko01100,map00500,map01100",-,R02737
degP,core,Yes,O,"Post-translational modification, protein turnover, chaperone functions",degP,"GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006457,GO:0006508,GO:0006515,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016020,GO:0016787,GO:0017171,GO:0019538,GO:0030163,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044464,GO:0050896,GO:0051603,GO:0061077,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575","ko:K04771,ko:K04772,ko:K08070","ko01503,ko02020,map01503,map02020",M00728,-
kduI_2~~~kduI_1~~~kduI,core,Yes,G,Carbohydrate metabolism and transport,kduI,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005975,GO:0005996,GO:0006063,GO:0006064,GO:0006082,GO:0008150,GO:0008152,GO:0008697,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016853,GO:0016860,GO:0016861,GO:0019585,GO:0019586,GO:0019698,GO:0019752,GO:0032787,GO:0042802,GO:0042839,GO:0042840,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046365,GO:0046395,GO:0046396,GO:0046397,GO:0046872,GO:0071704,GO:0072329,GO:1901575",ko:K01815,"ko00040,map00040",-,R04383
yfeR_1~~~yfeR_2~~~yfeR,soft_core,Yes,K,Transcription,yfeR,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1990837",ko:K17737,-,-,-
eutM~~~eutM_2~~~eutM_1,core,Yes,"C,Q","Energy production and conversion,Secondary Structure",eutM,"GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0031469,GO:0031471,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464",ko:K04027,-,-,-
yfcC_2~~~yfcC_3,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_4996,cloud,Yes,V,Defense mechanism,-,-,ko:K01154,-,-,-
group_5005,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_18845,cloud,Yes,C,Energy production and conversion,-,-,-,-,-,-
rcsC_2~~~rcsC_1~~~rcsC,core,Yes,T,Signal Transduction,rcsC,"GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009628,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0033554,GO:0035556,GO:0036211,GO:0042710,GO:0043170,GO:0043412,GO:0044010,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044764,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0065007,GO:0071214,GO:0071470,GO:0071704,GO:0071944,GO:0104004,GO:0140096,GO:1901564",ko:K07677,"ko02020,ko02026,map02020,map02026",M00474,-
rsxC_1~~~rsxC_2~~~rsxC,shell,Yes,C,Energy production and conversion,pduS,-,-,-,-,-
hofB_1~~~hofC_1,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",hofB,-,"ko:K02454,ko:K02504,ko:K02652","ko03070,ko05111,map03070,map05111",M00331,-
group_5025,shell,Yes,I,Lipid metabolism,paaH,"GO:0003674,GO:0003824,GO:0003857,GO:0006082,GO:0006725,GO:0006805,GO:0008150,GO:0008152,GO:0008691,GO:0009056,GO:0009404,GO:0009407,GO:0009410,GO:0009636,GO:0009850,GO:0009852,GO:0009987,GO:0010124,GO:0010817,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0019439,GO:0019748,GO:0019752,GO:0032787,GO:0042178,GO:0042221,GO:0042445,GO:0042447,GO:0042537,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071466,GO:0071704,GO:0072329,GO:0098754,GO:1901360,GO:1901361,GO:1901575",ko:K00074,"ko00360,ko00362,ko00650,ko01100,ko01120,map00360,map00362,map00650,map01100,map01120",-,"R01976,R05576,R06941"
trkA_1~~~trkA_2~~~trkA,core,Yes,P,Inorganic ion transport and metabolism,trkA,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0015075,GO:0015672,GO:0016020,GO:0022857,GO:0030001,GO:0034220,GO:0051179,GO:0051234,GO:0055085,GO:0098655",ko:K03499,-,-,-
hpaB_1~~~hpaB~~~hpaB_2,shell,Yes,Q,Secondary Structure,hpaB,-,ko:K00483,"ko00350,ko01120,ko01220,map00350,map01120,map01220",-,"R02698,R03299"
glmE~~~glmE_1~~~glmE_2,shell,Yes,E,Amino Acid metabolis and transport,glmE,-,ko:K19268,"ko00630,ko00660,ko01100,ko01200,map00630,map00660,map01100,map01200",M00740,R00262
group_5036,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_5038,cloud,Yes,C,Energy production and conversion,nhaC2,-,ko:K03315,-,-,-
dhaR_3~~~dhaR_1~~~dhaR_2,cloud,Yes,"K,Q","Transcription,Secondary Structure",-,-,ko:K05880,-,-,-
ghxQ_1~~~ghxQ_2~~~ghxQ,soft_core,Yes,S,Function Unknown,ygfQ,"GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015208,GO:0015851,GO:0015854,GO:0016020,GO:0022857,GO:0035344,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:0098657,GO:0098710,GO:0098739,GO:1903716,GO:1904823",ko:K06901,-,-,-
glpT_1~~~glpT_2,shell,Yes,G,Carbohydrate metabolism and transport,pgtP,-,ko:K11382,"ko02020,map02020",-,-
group_5043,cloud,Yes,"I,Q","Lipid metabolism,Secondary Structure",-,-,-,-,-,-
gatA,shell,Yes,G,Carbohydrate metabolism and transport,gatA,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0015791,GO:0015796,GO:0015850,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090584",ko:K02773,"ko00052,ko01100,ko02060,map00052,map01100,map02060",M00279,R05570
higB2_1,shell,Yes,S,Function Unknown,-,-,-,-,-,-
group_5064,shell,Yes,S,Function Unknown,impJ,-,ko:K11893,"ko02025,map02025",M00334,-
oatWY~~~dapH,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,ko:K08280,-,-,-
chuW~~~hemN_1,shell,Yes,H,Coenzyme metabolis,hutW,-,ko:K21936,-,-,R11700
tdcA_1~~~tdcA~~~tdcA_2,core,Yes,K,Transcription,tdcA,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",ko:K07592,-,-,-
cdgI_2~~~dgcT_2~~~dgcT_1~~~cdgI_1~~~cdgI_3,cloud,Yes,T,Signal Transduction,ycdT,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0032879,GO:0042710,GO:0044010,GO:0044464,GO:0044764,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0051271,GO:0051704,GO:0052621,GO:0065007,GO:0071944,GO:0090605,GO:0090609",-,-,-,-
phoH,core,Yes,T,Signal Transduction,phoH,"GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008144,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363",ko:K06217,-,-,-
atoD,shell,Yes,I,Lipid metabolism,atoD,-,ko:K01034,"ko00310,ko00627,ko00640,ko00650,ko01100,ko01120,ko02020,map00310,map00627,map00640,map00650,map01100,map01120,map02020",-,"R01179,R01359,R01365,R07832"
malZ_2~~~malZ_1~~~malZ,shell,Yes,G,Carbohydrate metabolism and transport,malZ,"GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0004558,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0006073,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009251,GO:0009311,GO:0009313,GO:0009987,GO:0015926,GO:0016052,GO:0016787,GO:0016798,GO:0030978,GO:0030980,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044464,GO:0051691,GO:0051692,GO:0071704,GO:0090599,GO:1901575","ko:K01187,ko:K21575","ko00052,ko00500,ko01100,map00052,map00500,map01100",-,"R00028,R00801,R00802,R06087,R06088"
tdcG_2~~~tdcG~~~tdcG_1,core,Yes,E,Amino Acid metabolis and transport,tdcG,"GO:0003674,GO:0003824,GO:0003941,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009987,GO:0016054,GO:0016829,GO:0016840,GO:0016841,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575",ko:K01752,"ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230",-,"R00220,R00590"
appB,core,Yes,C,Energy production and conversion,appB,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016679,GO:0016682,GO:0019646,GO:0022900,GO:0022904,GO:0032991,GO:0044237,GO:0044464,GO:0045333,GO:0055114,GO:0070069,GO:0071944",ko:K00426,"ko00190,ko01100,ko02020,map00190,map01100,map02020",M00153,R11325
group_5102,shell,Yes,V,Defense mechanism,-,-,ko:K06147,-,-,-
mbtI_1~~~trpE_1~~~trpE_2~~~mbtI_2~~~mbtI,shell,Yes,"E,H","Amino Acid metabolis and transport,Coenzyme metabolis",-,-,ko:K04781,"ko01053,ko01110,ko01130,map01053,map01110,map01130",-,R06602
macB_2~~~macB_1,cloud,Yes,V,Defense mechanism,macB,-,ko:K05685,"ko02010,map02010",M00709,-
ndh,core,Yes,C,Energy production and conversion,ndh,"GO:0000166,GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009060,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0019646,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0036094,GO:0042592,GO:0043167,GO:0043168,GO:0044237,GO:0044425,GO:0044464,GO:0045333,GO:0048037,GO:0048878,GO:0050136,GO:0050660,GO:0050662,GO:0050801,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055114,GO:0065007,GO:0065008,GO:0071944,GO:0097159,GO:0098771,GO:0098796,GO:1901265,GO:1901363,GO:1902494",ko:K03885,"ko00190,map00190",-,-
allB_1~~~allB_2~~~allB,soft_core,Yes,F,Nucleotide metabolism and transport,allB,"GO:0000255,GO:0000256,GO:0003674,GO:0003824,GO:0004038,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006145,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009112,GO:0009442,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0017144,GO:0019439,GO:0034641,GO:0042737,GO:0043167,GO:0043169,GO:0043603,GO:0043605,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575",ko:K01466,"ko00230,ko01100,ko01120,map00230,map01100,map01120",M00546,R02425
group_5115,cloud,Yes,G,Carbohydrate metabolism and transport,yicI,-,ko:K01187,"ko00052,ko00500,ko01100,map00052,map00500,map01100",-,"R00028,R00801,R00802,R06087,R06088"
PURA~~~purA,core,Yes,F,Nucleotide metabolism and transport,purA,"GO:0003674,GO:0003824,GO:0004019,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006167,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016874,GO:0016879,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044208,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046033,GO:0046040,GO:0046085,GO:0046086,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",ko:K01939,"ko00230,ko00250,ko01100,map00230,map00250,map01100",M00049,R01135
rpe,core,Yes,F,Nucleotide metabolism and transport,rpe,"GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575",ko:K01783,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007",R01529
